1.663987872253597511e-01,1.596213717539205212e-01,1.535069465424308555e-01,1.479523313010429886e-01,1.425589729453251853e-01,1.364567461273829274e-01,1.288776407984127126e-01,1.196213383244057876e-01,1.085899997871725142e-01,9.582598567261843558e-02,8.157848968880257456e-02,6.615023564385198729e-02,5.003863951410979921e-02,3.417246383243374708e-02,2.014320022358360648e-02,9.804590472405037144e-03,3.847048957335766697e-03,2.275244906216528952e-03,4.135536634443043660e-03,6.945646515123439328e-03,8.771278954302751812e-03,9.479606568113340889e-03,9.209728468588626593e-03,8.446364214199657619e-03,8.062801340244911755e-03,8.414619761234330697e-03,9.508155921211835018e-03,1.121008187796030189e-02,1.314733223105932387e-02,1.485930312258016035e-02,1.625217138436401906e-02,1.733525862439048298e-02,1.820793007948731321e-02,1.910870222950872624e-02,2.020106765546672220e-02,2.147725711117139807e-02,2.288837126306283651e-02,2.432619765422677424e-02,2.562239905906305362e-02,2.669243123812867213e-02,2.750495775826397593e-02
1.665265718240000470e-01,1.599126256158617254e-01,1.541113171811350491e-01,1.490029177253364978e-01,1.441330220787163940e-01,1.385142667686886653e-01,1.312803854887773791e-01,1.222194228122544524e-01,1.112534916336922058e-01,9.849387736902300017e-02,8.431587190424263967e-02,6.906368320699968200e-02,5.320113248191511712e-02,3.757705038454821345e-02,2.362795196030391745e-02,1.302648592574185554e-02,6.430264623057169865e-03,3.894867714048398741e-03,4.625396915381919070e-03,6.462688665461864719e-03,7.725932690829791401e-03,8.314709455956447934e-03,8.319396540265769358e-03,8.046890230263663291e-03,8.047079435467379555e-03,8.545281152582110198e-03,9.546720445970323030e-03,1.096611961425221320e-02,1.256272335354087152e-02,1.403842058810358256e-02,1.533078987759071803e-02,1.644242595927989867e-02,1.743198116910946519e-02,1.844535717744396480e-02,1.957987633974753519e-02,2.082361536052241072e-02,2.213884060665409492e-02,2.345200818631010611e-02,2.465373078489022096e-02,2.568219022246311795e-02,2.650751575054398346e-02
1.658355116914061178e-01,1.594446730402759027e-01,1.538305233704674868e-01,1.488823787416713174e-01,1.441716799763551882e-01,1.387630624620236897e-01,1.318330100267338933e-01,1.231730433850512924e-01,1.126929423145615894e-01,1.004679229980963567e-01,8.680727960127386511e-02,7.200735743512215459e-02,5.649201872313934503e-02,4.105738678896345140e-02,2.707058476059933522e-02,1.613689302153678215e-02,8.902508893556895092e-03,5.468545400359159023e-03,5.175312370566062699e-03,6.135136387999703782e-03,6.880589368289228430e-03,7.340171003346427671e-03,7.562958393341609117e-03,7.701918785259212995e-03,8.025892522836490864e-03,8.647280219087607675e-03,9.570308080562946532e-03,1.075024130923243545e-02,1.205814835040555817e-02,1.333327538850086723e-02,1.453977101349335915e-02,1.567459942191360908e-02,1.676205106634002379e-02,1.786976930561089832e-02,1.903915978544965665e-02,2.025478132167143203e-02,2.148830857478279538e-02,2.269548273711136793e-02,2.381672699841716478e-02,2.480943611799239779e-02,2.564499282008563669e-02
1.643372206279674064e-01,1.581374784997861827e-01,1.526030751871299274e-01,1.476512112413123634e-01,1.429267666160831951e-01,1.376379936815322891e-01,1.310786472199590436e-01,1.230483976203321089e-01,1.134160287548545698e-01,1.021396495225773832e-01,8.931961342956769301e-02,7.513787820427106356e-02,5.997632976277458838e-02,4.460897792815603224e-02,3.042034310158063873e-02,1.906153014635780102e-02,1.118984058362582079e-02,6.944933889147843382e-03,5.770997989074409112e-03,5.982772208372896978e-03,6.272471111014247223e-03,6.592651920719097905e-03,6.960620163437067527e-03,7.406802526580104698e-03,7.974873751992704596e-03,8.687174214008976103e-03,9.547120220099541976e-03,1.054085449944485060e-02,1.162475063103805828e-02,1.274286452342497135e-02,1.387967380953376850e-02,1.502794909812030927e-02,1.618589028449760395e-02,1.736157244302947295e-02,1.855387095058784463e-02,1.974475683435571866e-02,2.091314910268498445e-02,2.203717914406523593e-02,2.309528507991090787e-02,2.405962451206718894e-02,2.490267241764855533e-02
1.629033555644948117e-01,1.566441068418670812e-01,1.508626225071795224e-01,1.455274103140888897e-01,1.404099361410652003e-01,1.349601463494549680e-01,1.286714334407585703e-01,1.213657257845483645e-01,1.128521692450029229e-01,1.029001294579273695e-01,9.126520898883590249e-02,7.795201942655666238e-02,6.329400416938843477e-02,4.805412382020378403e-02,3.367647550271107848e-02,2.191535655128256169e-02,1.344786218351177488e-02,8.448373996492793137e-03,6.454789168646600864e-03,5.964510613755966313e-03,5.814163958060373887e-03,5.978979523248932615e-03,6.449316058325042789e-03,7.147918468557441611e-03,7.919319280245208301e-03,8.706600515390348557e-03,9.512491515911627310e-03,1.034899027341913517e-02,1.124391239146484318e-02,1.222909550442445939e-02,1.330606138730675535e-02,1.446409878105049153e-02,1.567959548823984889e-02,1.691078420418963557e-02,1.812096463960250620e-02,1.928997170156646068e-02,2.040281074998371094e-02,2.145637681577030470e-02,2.246094402740579296e-02,2.340106512701753058e-02,2.425017205406847925e-02
1.620587916394705397e-01,1.554601129064771547e-01,1.490950798140148192e-01,1.430010441507500174e-01,1.371144946043637014e-01,1.311969044549774477e-01,1.250015172852111389e-01,1.183876151118044839e-01,1.110991754405628862e-01,1.026774700855059286e-01,9.245207495252154295e-02,8.021323093115487191e-02,6.624006855062368471e-02,5.128053763325575443e-02,3.683819823990269055e-02,2.477273204371711196e-02,1.577759401013802479e-02,1.005982145332996042e-02,7.254393591943065350e-03,6.053790552200712972e-03,5.448976078910931081e-03,5.438848734971562376e-03,5.988751330154082515e-03,6.917809273038424793e-03,7.877771063309347774e-03,8.735286414924468140e-03,9.492388015871072726e-03,1.018486684752712736e-02,1.090648295371195696e-02,1.177012153031728806e-02,1.279305010777490210e-02,1.396136852378432498e-02,1.523132959266585221e-02,1.651510159107327097e-02,1.774308343521099895e-02,1.889307930334586938e-02,1.995564285354381462e-02,2.094495333669883774e-02,2.190066613391915967e-02,2.281874217081252335e-02,2.367346057663121187e-02
1.616713991688790153e-01,1.546100996997304688e-01,1.475687155403054007e-01,1.406522415564201434e-01,1.339526401029960678e-01,1.275199133656927941e-01,1.213489096118701149e-01,1.153378545223644885e-01,1.091738087011998454e-01,1.021878720083723019e-01,9.331254915691450380e-02,8.213829111191468801e-02,6.889125474732198107e-02,5.429643669689317859e-02,3.989248581977301866e-02,2.761181455582798969e-02,1.815564072599004652e-02,1.176113856176392268e-02,8.161507955400859257e-03,6.251733316232028180e-03,5.183151127518093731e-03,4.978949256476401623e-03,5.581927933830554099e-03,6.713534329100639270e-03,7.842480462362865640e-03,8.763173717031754253e-03,9.476942062527672628e-03,1.004078248625550791e-02,1.060749345690704601e-02,1.136255013634984365e-02,1.233734863827003550e-02,1.351518955628690580e-02,1.483432962085813947e-02,1.616566439494767499e-02,1.741010099602594008e-02,1.854359126481475162e-02,1.956160592540712520e-02,2.049378294447801174e-02,2.140609382291465412e-02,2.230471434859832361e-02,2.316468614769316703e-02
1.620442577120526639e-01,1.543684716980326388e-01,1.465419480513849848e-01,1.387319313080670469e-01,1.311664376223281026e-01,1.241427246279815932e-01,1.178653264626993435e-01,1.122755793456592932e-01,1.070235172070154589e-01,1.012718125431458088e-01,9.362270251902710116e-02,8.349844418882056141e-02,7.107107228280870603e-02,5.701917260666069381e-02,4.285721022729019336e-02,3.051366234688079188e-02,2.067979975376032717e-02,1.362425255063533409e-02,9.194039197439945674e-03,6.524197958983886901e-03,4.955698817711872740e-03,4.538180949940912555e-03,5.190180803136468755e-03,6.530190830100805754e-03,7.834325900611104412e-03,8.821290305817056435e-03,9.492108394436383698e-03,9.926072018866156227e-03,1.033662889382829658e-02,1.098364934441512820e-02,1.191285752113957833e-02,1.310433145205141051e-02,1.447755470343268028e-02,1.586095967020557593e-02,1.712512484896574691e-02,1.824411590794624768e-02,1.921855695688042681e-02,2.009396710846533818e-02,2.096329192965531996e-02,2.184306738320623831e-02,2.270892781032361057e-02
1.633411523515181374e-01,1.550609247816574776e-01,1.464912889330748091e-01,1.378465054677212309e-01,1.294576830554117486e-01,1.218098837649236321e-01,1.152709235417238576e-01,1.098269636768308966e-01,1.051204728987386178e-01,1.002179074080038895e-01,9.351345875582009470e-02,8.431941701994194460e-02,7.275593322180423650e-02,5.942544072767537433e-02,4.573495468894016314e-02,3.349963403419381480e-02,2.337688625995698946e-02,1.566843184976334652e-02,1.035449972637082772e-02,6.857190409001979840e-03,4.743810579591905933e-03,4.093425111606889891e-03,4.797783561295905497e-03,6.363596111241193350e-03,7.858228200171020472e-03,8.918497313315837741e-03,9.545390909258400294e-03,9.842526137675821143e-03,1.008857669236869377e-02,1.062329801604442771e-02,1.150768186917796795e-02,1.271807680329916160e-02,1.415353666697712759e-02,1.559671409861979399e-02,1.688548435772199707e-02,1.799185139444225284e-02,1.892201554910548714e-02,1.973855670862041667e-02,2.056339068528385480e-02,2.142406609748377308e-02,2.229667320254591356e-02
1.654689575053293060e-01,1.569238154509960959e-01,1.479669483712864886e-01,1.388291162425423220e-01,1.298908119114288995e-01,1.217377415425609233e-01,1.148307108623601441e-01,1.091930331560895806e-01,1.044948677814131199e-01,9.981381285014416516e-02,9.352921533267542775e-02,8.493668115825439568e-02,7.411622679781486311e-02,6.157006282646847878e-02,4.850854924872787660e-02,3.651188595869041265e-02,2.617857888591273302e-02,1.784150752879905960e-02,1.162367817745993230e-02,7.262965591182027510e-03,4.575814149622443872e-03,3.673207444360518381e-03,4.420802815441320088e-03,6.211319715460158868e-03,7.897946181307555213e-03,9.033509817531175032e-03,9.618604323064333314e-03,9.780740864662651815e-03,9.863841189053930425e-03,1.028770998180940886e-02,1.112873514672680503e-02,1.235975959048488983e-02,1.385951257353372663e-02,1.536468809596554241e-02,1.668027084488770198e-02,1.777604849307346663e-02,1.866359467123016730e-02,1.942249729895080546e-02,2.020371543488888241e-02,2.104581601848597855e-02,2.192535459714169133e-02
