  5.8984358201E-12    5.1138896701E-11  
  5.2959349792E-12    4.4289536091E-11  
  4.8438529923E-12    3.9295548829E-11  
  4.4886941355E-12    3.5469939972E-11  
  4.2002611616E-12    3.2432192527E-11  
  3.9600540248E-12    2.9953228233E-11  
  3.7560277645E-12    2.7886283474E-11  
  3.5799614032E-12    2.6132671668E-11  
  3.4260280309E-12    2.4623412697E-11  
  3.2899677649E-12    2.3308734315E-11  
  3.1685847804E-12    2.2151757727E-11  
  3.0594284592E-12    2.1124535496E-11  
  2.9605840339E-12    2.0205475045E-11  
  2.8705309146E-12    1.9377611171E-11  
  2.7880442658E-12    1.8627416726E-11  
  2.7121250394E-12    1.7943964616E-11  
  2.6419492185E-12    1.7318325154E-11  
  2.5768303308E-12    1.6743124741E-11  
  2.5161913164E-12    1.6212217390E-11  
  2.4595431135E-12    1.5720436658E-11  
  2.4064681447E-12    1.5263405805E-11  
  2.3566074351E-12    1.4837390769E-11  
  2.3096504543E-12    1.4439185031E-11  
  2.2653270295E-12    1.4066018567E-11  
  2.2234008476E-12    1.3715485150E-11  
  2.1836641916E-12    1.3385483826E-11  
  2.1459336437E-12    1.3074171426E-11  
  2.1100465511E-12    1.2779923727E-11  
  2.0758581017E-12    1.2501303497E-11  
  2.0432388865E-12    1.2237034016E-11  
  2.0120728581E-12    1.1985977000E-11  
  1.9822556096E-12    1.1747114115E-11  
  1.9536929179E-12    1.1519531383E-11  
  1.9262995025E-12    1.1302405986E-11  
  1.8999979656E-12    1.1094995043E-11  
  1.8747178801E-12    1.0896626007E-11  
  1.8503950051E-12    1.0706688434E-11  
  1.8269706049E-12    1.0524626886E-11  
  1.8043908583E-12    1.0349934797E-11  
  1.7826063435E-12    1.0182149143E-11  
  5.7733574587E-12    4.9877982209E-11  
  5.1827379117E-12    4.3177307224E-11  
  4.7396512338E-12    3.8294361914E-11  
  4.3916124812E-12    3.4555447726E-11  
  4.1089982814E-12    3.1587620138E-11  
  3.8736630665E-12    2.9166465606E-11  
  3.6737946341E-12    2.7148267419E-11  
  3.5013319269E-12    2.5436421468E-11  
  3.3505618603E-12    2.3963423482E-11  
  3.2173079691E-12    2.2680578836E-11  
  3.0984371253E-12    2.1551815611E-11  
  2.9915468942E-12    2.0549803653E-11  
  2.8947602701E-12    1.9653431479E-11  
  2.8065867650E-12    1.8846114953E-11  
  2.7258258930E-12    1.8114633064E-11  
  2.6514985521E-12    1.7448307750E-11  
  2.5827972421E-12    1.6838414155E-11  
  2.5190492971E-12    1.6277748835E-11  
  2.4596892961E-12    1.5760308416E-11  
  2.4042380628E-12    1.5281046954E-11  
  2.3522864753E-12    1.4835690274E-11  
  2.3034828375E-12    1.4420592206E-11  
  2.2575229227E-12    1.4032622024E-11  
  2.2141420481E-12    1.3669075432E-11  
  2.1731087077E-12    1.3327603511E-11  
  2.1342194143E-12    1.3006155527E-11  
  2.0972944895E-12    1.2702932511E-11  
  2.0621746009E-12    1.2416349325E-11  
  2.0287178968E-12    1.2145003427E-11  
  1.9967976177E-12    1.1887649005E-11  
  1.9663000962E-12    1.1643175418E-11  
  1.9371230705E-12    1.1410589128E-11  
  1.9091742566E-12    1.1188998478E-11  
  1.8823701327E-12    1.0977600797E-11  
  1.8566348995E-12    1.0775671439E-11  
  1.8318995880E-12    1.0582554412E-11  
  1.8081012888E-12    1.0397654331E-11  
  1.7851824863E-12    1.0220429494E-11  
  1.7630904792E-12    1.0050385891E-11  
  1.7417768753E-12    9.8870719996E-12  
  5.6512544097E-12    4.8644280991E-11  
  5.0722209979E-12    4.2089825992E-11  
  4.6379083114E-12    3.7315978303E-11  
  4.2968152269E-12    3.3662175226E-11  
  4.0198776761E-12    3.0762946623E-11  
  3.7892958836E-12    2.8398479711E-11  
  3.5934846846E-12    2.6428060502E-11  
  3.4245389013E-12    2.4757135527E-11  
  3.2768563216E-12    2.3319652778E-11  
  3.1463417170E-12    2.2067977449E-11  
  3.0299230394E-12    2.0966830850E-11  
  2.9252448295E-12    1.9989489489E-11  
  2.8304669261E-12    1.9115314587E-11  
  2.7441282301E-12    1.8328096332E-11  
  2.6650520362E-12    1.7614914356E-11  
  2.5922787217E-12    1.6965335086E-11  
  2.5250169122E-12    1.6370834706E-11  
  2.4626074170E-12    1.5824376722E-11  
  2.4044961694E-12    1.5320097645E-11  
  2.3502136342E-12    1.4853069694E-11  
  2.2993589331E-12    1.4419119245E-11  
  2.2515874657E-12    1.4014686279E-11  
  2.2066011506E-12    1.3636714338E-11  
  2.1641406575E-12    1.3282563530E-11  
  2.1239791676E-12    1.2949941081E-11  
  2.0859173195E-12    1.2636845445E-11  
  2.0497790827E-12    1.2341520950E-11  
  2.0154083656E-12    1.2062420730E-11  
  1.9826662059E-12    1.1798176217E-11  
  1.9514284317E-12    1.1547571865E-11  
  1.9215836998E-12    1.1309524098E-11  
  1.8930318438E-12    1.1083063655E-11  
  1.8656824744E-12    1.0867320727E-11  
  1.8394537881E-12    1.0661512366E-11  
  1.8142715481E-12    1.0464931776E-11  
  1.7900682095E-12    1.0276939163E-11  
  1.7667821648E-12    1.0096953881E-11  
  1.7443570901E-12    9.9244476688E-12  
  1.7227413782E-12    9.7589387986E-12  
  1.7018876429E-12    9.5999870002E-12  
  5.5320566079E-12    4.7437389209E-11  
  4.9643214517E-12    4.1026692051E-11  
  4.5385666458E-12    3.6360005124E-11  
  4.2042488205E-12    3.2789738848E-11  
  3.9328491535E-12    2.9957798483E-11  
  3.7069051797E-12    2.7648907405E-11  
  3.5150531151E-12    2.5725309702E-11  
  3.3495396553E-12    2.4094470435E-11  
  3.2048705569E-12    2.2691766187E-11  
  3.0770297093E-12    2.1470604181E-11  
  2.9630045896E-12    2.0396485376E-11  
  2.8604855575E-12    1.9443282396E-11  
  2.7676684158E-12    1.8590820822E-11  
  2.6831207638E-12    1.7823258466E-11  
  2.6056891195E-12    1.7127970135E-11  
  2.5344328788E-12    1.6494762224E-11  
  2.4685764059E-12    1.5915308171E-11  
  2.4074736556E-12    1.5382735243E-11  
  2.3505816339E-12    1.4891317123E-11  
  2.2974402045E-12    1.4436241869E-11  
  2.2476565253E-12    1.4013434411E-11  
