  6.0837227098E-12    5.5633754523E-11
  5.8330079194E-12    5.2516831088E-11
  5.5935504822E-12    4.9580126870E-11
  5.3647270829E-12    4.6812739002E-11
  5.1459656431E-12    4.4204496165E-11
  4.9367390214E-12    4.1745898151E-11
  4.7365590751E-12    3.9428061393E-11
  4.5449722567E-12    3.7242670510E-11
  4.3615555055E-12    3.5181934023E-11
  4.1859131600E-12    3.3238545497E-11
  4.0176743103E-12    3.1405648321E-11
  3.8564906439E-12    2.9676803773E-11
  3.7020345041E-12    2.8045962550E-11
  3.5539974975E-12    2.6507438305E-11
  3.4120885647E-12    2.5055883579E-11
  3.2760327966E-12    2.3686267346E-11
  3.1455699606E-12    2.2393854376E-11
  3.0204531777E-12    2.1174186244E-11
  2.9004480231E-12    2.0023063906E-11
  2.7853315243E-12    1.8936531822E-11
  2.6748915276E-12    1.7910863445E-11
  2.5689262155E-12    1.6942547885E-11
  2.4672434588E-12    1.6028277362E-11
  2.3696604386E-12    1.5164935697E-11
  2.2760030021E-12    1.4349587037E-11
  2.1861051553E-12    1.3579465613E-11
  2.0998085097E-12    1.2851965670E-11
  2.0169617296E-12    1.2164632226E-11
  1.9374201299E-12    1.1515152496E-11
  1.8610453094E-12    1.0901347842E-11
  1.7877049260E-12    1.0321166274E-11
  1.7172724110E-12    9.7726756378E-12
  1.6496268347E-12    9.2540570528E-12
  1.5846526857E-12    8.7635986862E-12
  1.5222396302E-12    8.2996898551E-12
  1.4622822349E-12    7.8608151901E-12
  1.4046796847E-12    7.4455490754E-12
  1.3493354816E-12    7.0525504880E-12
  1.2961571834E-12    6.6805578846E-12
  1.2450562235E-12    6.3283846753E-12
  1.1959477421E-12    5.9949149532E-12
  1.1487505048E-12    5.6790993020E-12
  1.1033868088E-12    5.3799512365E-12
  1.0597823338E-12    5.0965434036E-12
  1.0178660384E-12    4.8280040717E-12
  9.7756996717E-13    4.5735137944E-12
  9.3882907929E-13    4.3323020933E-12
  9.0158107624E-13    4.1036443784E-12
  8.6576624509E-13    3.8868590658E-12
  8.3132734630E-13    3.6813048264E-12
  7.9820952123E-13    3.4863781230E-12
  7.6636022397E-13    3.3015109171E-12
  7.3572916343E-13    3.1261684852E-12
